full_name,last_name,party,function,role,cabinet,start_date,end_date
Ruud Lubbers,Lubbers,CDA,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen betreffend en met de zorg voor aan de Nederlandse Antillen te verlenen hulp en bijstand,Lubbers III,27 mei 1994,21 augustus 1994
Dieuwke de Graaff-Nauta,de Graaff-Nauta,CDA,Minister,Binnenlandse Zaken,Lubbers III,27 mei 1994,21 augustus 1994
Koos Andriessen,Andriessen,CDA,Minister,Verkeer en Waterstaat,Lubbers III,16 juli 1994,21 augustus 1994
Jo Ritzen,Ritzen,PvdA,Minister,"Welzijn, Volksgezondheid en Cultuur",Lubbers III,16 juli 1994,21 augustus 1994
Els Borst-Eilers,Borst-Eilers,D66,Minister,"Volksgezondheid, Welzijn en Sport",Kok I,22 augustus 1994,2 augustus 1998
Hans Dijkstal,Dijkstal,VVD,Minister,Viceminister-president,Kok I,22 augustus 1994,2 augustus 1998
Hans Dijkstal,Dijkstal,VVD,Minister,Binnenlandse Zaken,Kok I,22 augustus 1994,2 augustus 1998
Jan Gmelich Meijling,Gmelich Meijling,VVD,Staatssecretaris,Defensie,Kok I,22 augustus 1994,2 augustus 1998
Annemarie Jorritsma-Lebbink,Jorritsma-Lebbink,VVD,Minister,Verkeer en Waterstaat,Kok I,22 augustus 1994,2 augustus 1998
Jacob Kohnstamm,Kohnstamm,D66,Staatssecretaris,Binnenlandse Zaken,Kok I,22 augustus 1994,2 augustus 1998
Wim Kok,Kok,PvdA,Minister,Minister-president,Kok I,22 augustus 1994,2 augustus 1998
Wim Kok,Kok,PvdA,Minister,Algemene Zaken,Kok I,22 augustus 1994,2 augustus 1998
Robin Linschoten,Linschoten,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Kok I,22 augustus 1994,27 juni 1996
Ad Melkert,Melkert,PvdA,Minister,Sociale Zaken en Werkgelegenheid,Kok I,22 augustus 1994,2 augustus 1998
Tineke Netelenbos,Netelenbos,PvdA,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Kok I,22 augustus 1994,2 augustus 1998
Aad Nuis,Nuis,D66,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Kok I,22 augustus 1994,2 augustus 1998
Michiel Patijn,Patijn,VVD,Staatssecretaris,Buitenlandse Zaken,Kok I,22 augustus 1994,2 augustus 1998
Jan Pronk,Pronk,PvdA,Minister,Ontwikkelingssamenwerking,Kok I,22 augustus 1994,2 augustus 1998
Jo Ritzen,Ritzen,PvdA,Minister,"Onderwijs, Cultuur en Wetenschappen",Kok I,22 augustus 1994,2 augustus 1998
Elizabeth Schmitz,Schmitz,PvdA,Staatssecretaris,Justitie,Kok I,22 augustus 1994,2 augustus 1998
Winnie Sorgdrager,Sorgdrager,D66,Minister,Justitie,Kok I,22 augustus 1994,2 augustus 1998
Erica Terpstra,Terpstra,VVD,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Kok I,22 augustus 1994,2 augustus 1998
Dick Tommel,Tommel,D66,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Kok I,22 augustus 1994,2 augustus 1998
Willem Vermeend,Vermeend,PvdA,Staatssecretaris,Financiën,Kok I,22 augustus 1994,2 augustus 1998
Joris Voorhoeve,Voorhoeve,VVD,Minister,Defensie,Kok I,22 augustus 1994,2 augustus 1998
Hans Wijers,Wijers,D66,Minister,Economische Zaken,Kok I,22 augustus 1994,2 augustus 1998
Gerrit Zalm,Zalm,VVD,Minister,Financiën,Kok I,22 augustus 1994,2 augustus 1998
Margreeth de Boer,de Boer,PvdA,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Kok I,22 augustus 1994,2 augustus 1998
Jozias van Aartsen,van Aartsen,VVD,Minister,"Landbouw, Natuurbeheer en Visserij",Kok I,22 augustus 1994,2 augustus 1998
Anneke van Dok-van Weele,van Dok-van Weele,PvdA,Staatssecretaris,Economische Zaken,Kok I,22 augustus 1994,2 augustus 1998
Hans van Mierlo,van Mierlo,D66,Minister,Viceminister-president,Kok I,22 augustus 1994,2 augustus 1998
Hans van Mierlo,van Mierlo,D66,Minister,Buitenlandse Zaken,Kok I,22 augustus 1994,2 augustus 1998
Tonny van de Vondervoort,van de Vondervoort,PvdA,Staatssecretaris,Binnenlandse Zaken,Kok I,22 augustus 1994,2 augustus 1998
Joris Voorhoeve,Voorhoeve,VVD,Minister,Coördinatie van aangelegenheden de Nederlandse Antillen en Aruba betreffend en met de zorg voor aan de Nederlandse Antillen en Aruba te verlenen hulp en bijstand,Kok I,24 augustus 1994,2 augustus 1998
Frank de Grave,de Grave,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Kok I,2 juli 1996,2 augustus 1998
Karin Adelmund,Adelmund,PvdA,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Kok II,3 augustus 1998,21 juli 2002
Haijo Apotheker,Apotheker,D66,Minister,"Landbouw, Natuurbeheer en Visserij",Kok II,3 augustus 1998,6 juni 1999
Dick Benschop,Benschop,PvdA,Staatssecretaris,Buitenlandse Zaken,Kok II,3 augustus 1998,21 juli 2002
Els Borst-Eilers,Borst-Eilers,D66,Minister,Viceminister-president,Kok II,3 augustus 1998,21 juli 2002
Els Borst-Eilers,Borst-Eilers,D66,Minister,"Volksgezondheid, Welzijn en Sport",Kok II,3 augustus 1998,21 juli 2002
Job Cohen,Cohen,PvdA,Staatssecretaris,Justitie,Kok II,3 augustus 1998,31 december 2000
Geke Faber,Faber,PvdA,Staatssecretaris,"Landbouw, Natuurbeheer en Visserij",Kok II,3 augustus 1998,21 juli 2002
Eveline Herfkens,Herfkens,PvdA,Minister,Ontwikkelingssamenwerking,Kok II,3 augustus 1998,21 juli 2002
Loek Hermans,Hermans,VVD,Minister,"Onderwijs, Cultuur en Wetenschappen",Kok II,3 augustus 1998,21 juli 2002
Hans Hoogervorst,Hoogervorst,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Kok II,3 augustus 1998,21 juli 2002
Annemarie Jorritsma-Lebbink,Jorritsma-Lebbink,VVD,Minister,Viceminister-president,Kok II,3 augustus 1998,21 juli 2002
Annemarie Jorritsma-Lebbink,Jorritsma-Lebbink,VVD,Minister,Economische Zaken,Kok II,3 augustus 1998,21 juli 2002
Wim Kok,Kok,PvdA,Minister,Minister-president,Kok II,3 augustus 1998,21 juli 2002
Wim Kok,Kok,PvdA,Minister,Algemene Zaken,Kok II,3 augustus 1998,21 juli 2002
Benk Korthals,Korthals,VVD,Minister,Justitie,Kok II,3 augustus 1998,21 juli 2002
Tineke Netelenbos,Netelenbos,PvdA,Minister,Verkeer en Waterstaat,Kok II,3 augustus 1998,21 juli 2002
Bram Peper,Peper,PvdA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Kok II,3 augustus 1998,12 maart 2000
Jan Pronk,Pronk,PvdA,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Kok II,3 augustus 1998,21 juli 2002
Johan Remkes,Remkes,VVD,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Kok II,3 augustus 1998,21 juli 2002
Willem Vermeend,Vermeend,PvdA,Staatssecretaris,Financiën,Kok II,3 augustus 1998,23 maart 2000
Annelies Verstand-Bogaert,Verstand-Bogaert,D66,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Kok II,3 augustus 1998,21 juli 2002
Margo Vliegenthart,Vliegenthart,PvdA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Kok II,3 augustus 1998,21 juli 2002
Gerrit Ybema,Ybema,D66,Staatssecretaris,Economische Zaken,Kok II,3 augustus 1998,21 juli 2002
Gerrit Zalm,Zalm,VVD,Minister,Financiën,Kok II,3 augustus 1998,21 juli 2002
Frank de Grave,de Grave,VVD,Minister,Defensie,Kok II,3 augustus 1998,21 juli 2002
Gijs de Vries,de Vries,VVD,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Kok II,3 augustus 1998,21 juli 2002
Monique de Vries,de Vries,VVD,Staatssecretaris,Verkeer en Waterstaat,Kok II,3 augustus 1998,21 juli 2002
Klaas de Vries,de Vries,PvdA,Minister,Sociale Zaken en Werkgelegenheid,Kok II,3 augustus 1998,23 maart 2000
Jozias van Aartsen,van Aartsen,VVD,Minister,Buitenlandse Zaken,Kok II,3 augustus 1998,21 juli 2002
Roger van Boxtel,van Boxtel,D66,Minister,Grotesteden- en Integratiebeleid,Kok II,3 augustus 1998,21 juli 2002
Hans van Hoof,van Hoof,VVD,Staatssecretaris,Defensie,Kok II,3 augustus 1998,21 juli 2002
Rick van der Ploeg,van der Ploeg,PvdA,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Kok II,3 augustus 1998,21 juli 2002
Klaas de Vries,de Vries,PvdA,Minister,"Landbouw, Natuurbeheer en Visserij",Kok II,7 juni 1999,8 juni 1999
Laurens Jan Brinkhorst,Brinkhorst,D66,Minister,"Landbouw, Natuurbeheer en Visserij",Kok II,8 juni 1999,21 juli 2002
Roger van Boxtel,van Boxtel,D66,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Kok II,13 maart 2000,23 maart 2000
Wouter Bos,Bos,PvdA,Staatssecretaris,Financiën,Kok II,24 maart 2000,21 juli 2002
Willem Vermeend,Vermeend,PvdA,Minister,Sociale Zaken en Werkgelegenheid,Kok II,24 maart 2000,21 juli 2002
Klaas de Vries,de Vries,PvdA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Kok II,24 maart 2000,21 juli 2002
Ella Kalsbeek,Kalsbeek,PvdA,Staatssecretaris,Justitie,Kok II,2 januari 2001,21 juli 2002
Jan Peter Balkenende,Balkenende,CDA,Minister,Minister-president,Balkenende I,22 juli 2002,26 mei 2003
Jan Peter Balkenende,Balkenende,CDA,Minister,Algemene Zaken,Balkenende I,22 juli 2002,26 mei 2003
Roger Bijlhout,Bijlhout,LPF,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende I,22 juli 2002,22 juli 2002
Eduard Bomhoff,Bomhoff,LPF,Minister,Viceminister-president,Balkenende I,22 juli 2002,15 oktober 2002
Eduard Bomhoff,Bomhoff,LPF,Minister,"Volksgezondheid, Welzijn en Sport",Balkenende I,22 juli 2002,15 oktober 2002
Piet Hein Donner,Donner,CDA,Minister,Justitie,Balkenende I,22 juli 2002,26 mei 2003
Herman Heinsbroek,Heinsbroek,LPF,Minister,Economische Zaken,Balkenende I,22 juli 2002,15 oktober 2002
Rob Hessing,Hessing,LPF,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende I,22 juli 2002,26 mei 2003
Hans Hoogervorst,Hoogervorst,VVD,Minister,Financiën,Balkenende I,22 juli 2002,26 mei 2003
Henk Kamp,Kamp,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende I,22 juli 2002,26 mei 2003
Benk Korthals,Korthals,VVD,Minister,Defensie,Balkenende I,22 juli 2002,11 december 2002
Hilbrand Nawijn,Nawijn,LPF,Minister,Vreemdelingenzaken en Integratie,Balkenende I,22 juli 2002,26 mei 2003
Atzo Nicolaï,Nicolaï,VVD,Staatssecretaris,Buitenlandse Zaken,Balkenende I,22 juli 2002,26 mei 2003
Annette Nijs,Nijs,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende I,22 juli 2002,26 mei 2003
Bas Odink,Odink,LPF,Staatssecretaris,"Landbouw, Natuurbeheer en Visserij",Balkenende I,22 juli 2002,26 mei 2003
Johan Remkes,Remkes,VVD,Minister,Viceminister-president,Balkenende I,22 juli 2002,26 mei 2003
Johan Remkes,Remkes,VVD,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende I,22 juli 2002,26 mei 2003
Clémence Ross-van Dorp,Ross-van Dorp,CDA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Balkenende I,22 juli 2002,26 mei 2003
Mark Rutte,Rutte,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende I,22 juli 2002,26 mei 2003
Melanie Schultz van Haegen-Maas Geesteranus,Schultz van Haegen-Maas Geesteranus,VVD,Staatssecretaris,Verkeer en Waterstaat,Balkenende I,22 juli 2002,26 mei 2003
Cees Veerman,Veerman,CDA,Minister,"Landbouw, Natuurbeheer en Visserij",Balkenende I,22 juli 2002,26 mei 2003
Joop Wijn,Wijn,CDA,Staatssecretaris,Economische Zaken,Balkenende I,22 juli 2002,26 mei 2003
Roelf de Boer,de Boer,LPF,Minister,Verkeer en Waterstaat,Balkenende I,22 juli 2002,26 mei 2003
Aart Jan de Geus,de Geus,CDA,Minister,Sociale Zaken en Werkgelegenheid,Balkenende I,22 juli 2002,26 mei 2003
Jaap de Hoop Scheffer,de Hoop Scheffer,CDA,Minister,Buitenlandse Zaken,Balkenende I,22 juli 2002,26 mei 2003
Agnes van Ardenne-van der Hoeven,van Ardenne-van der Hoeven,CDA,Staatssecretaris,Buitenlandse Zaken,Balkenende I,22 juli 2002,26 mei 2003
Steven van Eijck,van Eijck,LPF,Staatssecretaris,Financiën,Balkenende I,22 juli 2002,26 mei 2003
Pieter van Geel,van Geel,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende I,22 juli 2002,26 mei 2003
Clemens van Leeuwen,van Leeuwen,LPF,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende I,22 juli 2002,26 mei 2003
Maria van der Hoeven,van der Hoeven,CDA,Minister,"Onderwijs, Cultuur en Wetenschappen",Balkenende I,22 juli 2002,26 mei 2003
Cees van der Knaap,van der Knaap,CDA,Staatssecretaris,Defensie,Balkenende I,22 juli 2002,26 mei 2003
Khee Liang Phoa,Phoa,LPF,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende I,9 september 2002,26 mei 2003
Hans Hoogervorst,Hoogervorst,VVD,Minister,Economische Zaken,Balkenende I,16 oktober 2002,26 mei 2003
Aart Jan de Geus,de Geus,CDA,Minister,"Volksgezondheid, Welzijn en Sport",Balkenende I,16 oktober 2002,26 mei 2003
Roelf de Boer,de Boer,LPF,Minister,Viceminister-president,Balkenende I,18 oktober 2002,26 mei 2003
Henk Kamp,Kamp,VVD,Minister,Defensie,Balkenende I,12 december 2002,26 mei 2003
Jan Peter Balkenende,Balkenende,CDA,Minister,Minister-president,Balkenende II,27 mei 2003,6 juli 2006
Jan Peter Balkenende,Balkenende,CDA,Minister,Algemene Zaken,Balkenende II,27 mei 2003,6 juli 2006
Laurens Jan Brinkhorst,Brinkhorst,D66,Minister,Economische Zaken,Balkenende II,27 mei 2003,2 juli 2006
Sybilla Dekker,Dekker,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende II,27 mei 2003,6 juli 2006
Piet Hein Donner,Donner,CDA,Minister,Justitie,Balkenende II,27 mei 2003,6 juli 2006
Hans Hoogervorst,Hoogervorst,VVD,Minister,"Volksgezondheid, Welzijn en Sport",Balkenende II,27 mei 2003,6 juli 2006
Henk Kamp,Kamp,VVD,Minister,Defensie,Balkenende II,27 mei 2003,6 juli 2006
Atzo Nicolaï,Nicolaï,VVD,Staatssecretaris,Buitenlandse Zaken,Balkenende II,27 mei 2003,6 juli 2006
Annette Nijs,Nijs,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende II,27 mei 2003,8 juni 2004
Karla Peijs,Peijs,CDA,Minister,Verkeer en Waterstaat,Balkenende II,27 mei 2003,6 juli 2006
Johan Remkes,Remkes,VVD,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende II,27 mei 2003,6 juli 2006
Clémence Ross-van Dorp,Ross-van Dorp,CDA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Balkenende II,27 mei 2003,6 juli 2006
Mark Rutte,Rutte,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende II,27 mei 2003,16 juni 2004
Melanie Schultz van Haegen,Schultz van Haegen,VVD,Staatssecretaris,Verkeer en Waterstaat,Balkenende II,27 mei 2003,6 juli 2006
Cees Veerman,Veerman,CDA,Minister,"Landbouw, Natuur en Voedselkwaliteit",Balkenende II,27 mei 2003,6 juli 2006
Rita Verdonk,Verdonk,VVD,Minister,Vreemdelingenzaken en Integratie,Balkenende II,27 mei 2003,6 juli 2006
Joop Wijn,Wijn,CDA,Staatssecretaris,Financiën,Balkenende II,27 mei 2003,6 juli 2006
Gerrit Zalm,Zalm,VVD,Minister,Viceminister-president,Balkenende II,27 mei 2003,6 juli 2006
Gerrit Zalm,Zalm,VVD,Minister,Financiën,Balkenende II,27 mei 2003,6 juli 2006
Aart Jan de Geus,de Geus,CDA,Minister,Sociale Zaken en Werkgelegenheid,Balkenende II,27 mei 2003,6 juli 2006
Thom de Graaf,de Graaf,D66,Minister,Viceminister-president,Balkenende II,27 mei 2003,22 maart 2005
Thom de Graaf,de Graaf,D66,Minister,Bestuurlijke vernieuwing en Koninkrijksrelaties,Balkenende II,27 mei 2003,22 maart 2005
Jaap de Hoop Scheffer,de Hoop Scheffer,CDA,Minister,Buitenlandse Zaken,Balkenende II,27 mei 2003,2 december 2003
Agnes van Ardenne-van der Hoeven,van Ardenne-van der Hoeven,CDA,Minister,Ontwikkelingssamenwerking,Balkenende II,27 mei 2003,6 juli 2006
Pieter van Geel,van Geel,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende II,27 mei 2003,6 juli 2006
Karien van Gennip,van Gennip,CDA,Staatssecretaris,Economische Zaken,Balkenende II,27 mei 2003,6 juli 2006
Maria van der Hoeven,van der Hoeven,CDA,Minister,"Onderwijs, Cultuur en Wetenschappen",Balkenende II,27 mei 2003,6 juli 2006
Cees van der Knaap,van der Knaap,CDA,Staatssecretaris,Defensie,Balkenende II,27 mei 2003,6 juli 2006
Medy van der Laan,van der Laan,D66,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende II,27 mei 2003,2 juli 2006
Bernard Bot,Bot,CDA,Minister,Buitenlandse Zaken,Balkenende II,3 december 2003,6 juli 2006
Mark Rutte,Rutte,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende II,17 juni 2004,26 juni 2006
Hans van Hoof,van Hoof,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende II,17 juni 2004,6 juli 2006
Laurens Jan Brinkhorst,Brinkhorst,D66,Minister,Viceminister-president,Balkenende II,31 maart 2005,2 juli 2006
Alexander Pechtold,Pechtold,D66,Minister,Bestuurlijke vernieuwing en Koninkrijksrelaties,Balkenende II,31 maart 2005,2 juli 2006
Gerrit Zalm,Zalm,VVD,Minister,Economische Zaken,Balkenende II,3 juli 2006,6 juli 2006
Jan Peter Balkenende,Balkenende,CDA,Minister,Minister-president,Balkenende III,7 juli 2006,21 februari 2007
Jan Peter Balkenende,Balkenende,CDA,Minister,Algemene Zaken,Balkenende III,7 juli 2006,21 februari 2007
Bernard Bot,Bot,CDA,Minister,Buitenlandse Zaken,Balkenende III,7 juli 2006,21 februari 2007
Bruno Bruins,Bruins,VVD,Staatssecretaris,"Onderwijs, Cultuur en Wetenschappen",Balkenende III,7 juli 2006,21 februari 2007
Sybilla Dekker,Dekker,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende III,7 juli 2006,20 september 2006
Piet Hein Donner,Donner,CDA,Minister,Justitie,Balkenende III,7 juli 2006,20 september 2006
Hans Hoogervorst,Hoogervorst,VVD,Minister,"Volksgezondheid, Welzijn en Sport",Balkenende III,7 juli 2006,21 februari 2007
Henk Kamp,Kamp,VVD,Minister,Defensie,Balkenende III,7 juli 2006,21 februari 2007
Atzo Nicolaï,Nicolaï,VVD,Minister,Bestuurlijke vernieuwing en Koninkrijksrelaties,Balkenende III,7 juli 2006,21 februari 2007
Karla Peijs,Peijs,CDA,Minister,Verkeer en Waterstaat,Balkenende III,7 juli 2006,21 februari 2007
Johan Remkes,Remkes,VVD,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende III,7 juli 2006,21 februari 2007
Clémence Ross-van Dorp,Ross-van Dorp,CDA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Balkenende III,7 juli 2006,21 februari 2007
Melanie Schultz van Haegen,Schultz van Haegen,VVD,Staatssecretaris,Verkeer en Waterstaat,Balkenende III,7 juli 2006,21 februari 2007
Cees Veerman,Veerman,CDA,Minister,"Landbouw, Natuur en Voedselkwaliteit",Balkenende III,7 juli 2006,21 februari 2007
Rita Verdonk,Verdonk,VVD,Minister,Vreemdelingenzaken en Integratie,Balkenende III,7 juli 2006,13 december 2006
Joop Wijn,Wijn,CDA,Minister,Economische Zaken,Balkenende III,7 juli 2006,21 februari 2007
Gerrit Zalm,Zalm,VVD,Minister,Viceminister-president,Balkenende III,7 juli 2006,21 februari 2007
Gerrit Zalm,Zalm,VVD,Minister,Financiën,Balkenende III,7 juli 2006,21 februari 2007
Aart Jan de Geus,de Geus,CDA,Minister,Sociale Zaken en Werkgelegenheid,Balkenende III,7 juli 2006,21 februari 2007
Agnes van Ardenne-van der Hoeven,van Ardenne-van der Hoeven,CDA,Minister,Ontwikkelingssamenwerking,Balkenende III,7 juli 2006,21 februari 2007
Pieter van Geel,van Geel,CDA,Staatssecretaris,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende III,7 juli 2006,21 februari 2007
Karien van Gennip,van Gennip,CDA,Staatssecretaris,Economische Zaken,Balkenende III,7 juli 2006,21 februari 2007
Hans van Hoof,van Hoof,VVD,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende III,7 juli 2006,21 februari 2007
Maria van der Hoeven,van der Hoeven,CDA,Minister,"Onderwijs, Cultuur en Wetenschappen",Balkenende III,7 juli 2006,21 februari 2007
Cees van der Knaap,van der Knaap,CDA,Staatssecretaris,Defensie,Balkenende III,7 juli 2006,21 februari 2007
Karla Peijs,Peijs,CDA,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende III,21 september 2006,25 september 2006
Rita Verdonk,Verdonk,VVD,Minister,Justitie,Balkenende III,21 september 2006,21 september 2006
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Justitie,Balkenende III,22 september 2006,21 februari 2007
Pieter Winsemius,Winsemius,VVD,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende III,26 september 2006,21 februari 2007
Rita Verdonk,Verdonk,VVD,Minister,"Integratie, Preventie, Jeugdbescherming en Reclassering",Balkenende III,14 december 2006,21 februari 2007
Ahmed Aboutaleb,Aboutaleb,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende IV,22 februari 2007,11 december 2008
Nebahat Albayrak,Albayrak,PvdA,Staatssecretaris,Justitie,Balkenende IV,22 februari 2007,22 februari 2010
Jan Peter Balkenende,Balkenende,CDA,Minister,Minister-president,Balkenende IV,22 februari 2007,13 oktober 2010
Jan Peter Balkenende,Balkenende,CDA,Minister,Algemene Zaken,Balkenende IV,22 februari 2007,13 oktober 2010
Ank Bijleveld-Schouten,Bijleveld-Schouten,CDA,Staatssecretaris,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende IV,22 februari 2007,13 oktober 2010
Wouter Bos,Bos,PvdA,Minister,Viceminister-president,Balkenende IV,22 februari 2007,22 februari 2010
Wouter Bos,Bos,PvdA,Minister,Financiën,Balkenende IV,22 februari 2007,22 februari 2010
Jet Bussemaker,Bussemaker,PvdA,Staatssecretaris,"Volksgezondheid, Welzijn en Sport",Balkenende IV,22 februari 2007,22 februari 2010
Jacqueline Cramer,Cramer,PvdA,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende IV,22 februari 2007,22 februari 2010
Sharon Dijksma,Dijksma,PvdA,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Balkenende IV,22 februari 2007,22 februari 2010
Piet Hein Donner,Donner,CDA,Minister,Sociale Zaken en Werkgelegenheid,Balkenende IV,22 februari 2007,13 oktober 2010
Camiel Eurlings,Eurlings,CDA,Minister,Verkeer en Waterstaat,Balkenende IV,22 februari 2007,13 oktober 2010
Frank Heemskerk,Heemskerk,PvdA,Staatssecretaris,Economische Zaken,Balkenende IV,22 februari 2007,22 februari 2010
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Justitie,Balkenende IV,22 februari 2007,13 oktober 2010
Tineke Huizinga,Huizinga,CU,Staatssecretaris,Verkeer en Waterstaat,Balkenende IV,22 februari 2007,22 februari 2010
Ab Klink,Klink,CDA,Minister,"Volksgezondheid, Welzijn en Sport",Balkenende IV,22 februari 2007,13 oktober 2010
Bert Koenders,Koenders,PvdA,Minister,Ontwikkelingssamenwerking,Balkenende IV,22 februari 2007,22 februari 2010
Ronald Plasterk,Plasterk,PvdA,Minister,"Onderwijs, Cultuur en Wetenschap",Balkenende IV,22 februari 2007,22 februari 2010
André Rouvoet,Rouvoet,CU,Minister,Viceminister-president,Balkenende IV,22 februari 2007,13 oktober 2010
André Rouvoet,Rouvoet,CU,Minister,Jeugd en Gezin,Balkenende IV,22 februari 2007,13 oktober 2010
Frans Timmermans,Timmermans,PvdA,Staatssecretaris,Buitenlandse Zaken,Balkenende IV,22 februari 2007,22 februari 2010
Gerda Verburg,Verburg,CDA,Minister,"Landbouw, Natuur en Voedselkwaliteit",Balkenende IV,22 februari 2007,13 oktober 2010
Maxime Verhagen,Verhagen,CDA,Minister,Buitenlandse Zaken,Balkenende IV,22 februari 2007,13 oktober 2010
Ella Vogelaar,Vogelaar,PvdA,Minister,"Wonen, Wijken en Integratie",Balkenende IV,22 februari 2007,13 november 2008
Jan Kees de Jager,de Jager,CDA,Staatssecretaris,Financiën,Balkenende IV,22 februari 2007,22 februari 2010
Guusje ter Horst,ter Horst,PvdA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende IV,22 februari 2007,22 februari 2010
Marja van Bijsterveldt,van Bijsterveldt,CDA,Staatssecretaris,"Onderwijs, Cultuur en Wetenschap",Balkenende IV,22 februari 2007,13 oktober 2010
Eimert van Middelkoop,van Middelkoop,CU,Minister,Defensie,Balkenende IV,22 februari 2007,13 oktober 2010
Maria van der Hoeven,van der Hoeven,CDA,Minister,Economische Zaken,Balkenende IV,22 februari 2007,13 oktober 2010
Cees van der Knaap,van der Knaap,CDA,Staatssecretaris,Defensie,Balkenende IV,22 februari 2007,17 december 2007
Jack de Vries,de Vries,CDA,Staatssecretaris,Defensie,Balkenende IV,18 december 2007,17 mei 2010
Eberhard van der Laan,van der Laan,PvdA,Minister,"Wonen, Wijken en Integratie",Balkenende IV,14 november 2008,22 februari 2010
Jetta Klijnsma,Klijnsma,PvdA,Staatssecretaris,Sociale Zaken en Werkgelegenheid,Balkenende IV,18 december 2008,22 februari 2010
Ernst Hirsch Ballin,Hirsch Ballin,CDA,Minister,Binnenlandse Zaken en Koninkrijksrelaties,Balkenende IV,23 februari 2010,13 oktober 2010
Tineke Huizinga,Huizinga,CU,Minister,"Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer",Balkenende IV,23 februari 2010,13 oktober 2010
André Rouvoet,Rouvoet,CU,Minister,"Onderwijs, Cultuur en Wetenschap",Balkenende IV,23 februari 2010,13 oktober 2010
Maxime Verhagen,Verhagen,CDA,Minister,Ontwikkelingssamenwerking,Balkenende IV,23 februari 2010,13 oktober 2010
Jan Kees de Jager,de Jager,CDA,Minister,Financiën,Balkenende IV,23 februari 2010,13 oktober 2010
Eimert van Middelkoop,van Middelkoop,CU,Minister,"Wonen, Wijken en Integratie",Balkenende IV,23 februari 2010,13 oktober 2010
